ts,Belkin Art Gallery,Brimacombe-QMI,CCM,CICSR,Forest Sci,Hebb,Koerner Library,Life Sci,Longhouse,MOA,Pacific Res - Sturgeon House,Pacific Res - Orca House,Parc Library,SPPH,UBC Tennis Centre (New),Allard Hall,Art Students Centre,Biomed,Bookstore-NCE,Brock South,Chem Centre,Coal & Mineral,EOS,Food & Beverage Innovation Centre,Michael Smith,Pharmacy,Pulp & Paper,Tall Wood,ULTL,AERL,Alumni Centre,AMS Nest,Bio Sci South,Bio Sci West,BRDF,Buchanan Tower,Chan Centre,CIRS,ESB,FNH,Iona,Orchard Commons,Ponderosa North,Doug Mitchell Thunderbird Sports Centre
2022-09-10T00:00:00Z Rel,75.52112372716269kW,924.601806640625kW,335.9539233843486kW,136.9864876617326kW,567.38916015625kW,13.297423412402466kW,197.00803383191425kW,2547.5908203125kW,5.901036689678828kW,291.9267805417378kW,258.17697461446136kW,118.79158441225692kW,100.59907531738281kW,87.32467039426164kW,90.46654510498047kW,200.32852212587994kW,14.426847457885742kW,202.2753688494364kW,102.45111717179988kW,"",349.5128771524073kW,34.00413420992871kW,295.18936475118kW,"",479.57952880859375kW,"",45.14751554670156kW,113.42525410510872kW,307.2368057521181kW,30.477218786875408kW,64.47490020593008kW,319.6722814561701kW,348.4330059687297kW,639.0323486328125kW,229.58663940429688kW,33.060734053452805kW,175.91452026367188kW,52.34867620468139kW,442.0607945124307kW,148.6942591667175kW,64.82135772705078kW,550.8934208552039kW,287.8473703066508kW,415.91901240684365kW
2022-09-11T00:00:00Z Rel,74.93315505981448kW,924.601806640625kW,327.67881568272907kW,140.61962710265752kW,567.8489379882812kW,13.235225180784862kW,197.75329542160034kW,2547.5908203125kW,5.706591149171194kW,260.8191453615825kW,284.97906478246057kW,120.91971739133203kW,102.21633911132812kW,87.39048266410825kW,94.22811126708984kW,143.199686050415kW,12.040717124938965kW,198.2297326723734kW,101.20711731168964kW,"",350.40789958247444kW,33.68869620992075kW,291.50440915425605kW,"",479.57952880859375kW,"",44.768344900784726kW,121.09837854420691kW,305.78505305943696kW,33.574098149935395kW,64.9651560386022kW,305.86833358623375kW,358.4881006876626kW,639.0323486328125kW,171.16574096679688kW,33.67328240474065kW,194.39535522460938kW,51.88850367069245kW,452.13187535603834kW,148.94416570663452kW,69.6878662109375kW,538.978572209676kW,292.85231987635296kW,406.95333607037895kW
2022-09-12T00:00:00Z Rel,74.02058927218118kW,924.601806640625kW,325.54741779963183kW,244.71877964576075kW,804.811279296875kW,23.012585341930393kW,253.23886760075885kW,2547.5908203125kW,18.27704082926115kW,285.6188515027364kW,282.3626284599305kW,125.05200465520224kW,111.69584655761719kW,132.76449354489642kW,95.10794830322266kW,253.88259037335715kW,20.827842712402344kW,216.90235376358032kW,120.2353357516393kW,"",366.0153640662297kW,40.813312403250634kW,298.1987821261089kW,"",479.57952880859375kW,"",51.78669002360775kW,119.85628847757962kW,322.6685243539456kW,44.74338968594869kW,62.54120276371638kW,390.52692309556215kW,347.34296925862634kW,639.0323486328125kW,163.12217712402344kW,73.9836654663086kW,223.5224151611328kW,60.838721632957466kW,412.9699630737306kW,153.6123598416646kW,107.99539184570312kW,582.8082558314004kW,343.6939957936605kW,406.98152696150333kW
2022-09-13T00:00:00Z Rel,72.43265374501544kW,924.601806640625kW,321.9795389175414kW,233.72239971231556kW,797.7088623046875kW,23.90404385328292kW,239.5988805294037kW,2547.5908203125kW,17.093268146117524kW,293.89495547612506kW,245.9563892682392kW,124.53344631195066kW,107.95732116699219kW,134.5027804374695kW,93.94280242919922kW,234.91603493690488kW,25.18262481689453kW,212.30315399169916kW,123.07790880044307kW,"",366.19815521487453kW,40.096965366778576kW,295.9317512512207kW,"",479.57952880859375kW,"",54.36458139931711kW,115.43439095002623kW,314.1292205768164kW,43.929158965746566kW,70.77524868647261kW,384.9896362663201kW,340.1764802932739kW,639.0323486328125kW,151.70181274414062kW,71.42804356416065kW,200.0984344482422kW,63.79402399063111kW,469.8942979176839kW,149.40404550234481kW,124.37234497070312kW,576.6918004353837kW,340.0030250549317kW,406.6995824190419kW
2022-09-14T00:00:00Z Rel,72.6404773394267kW,924.601806640625kW,322.3039749463399kW,222.62045357545222kW,799.4296264648438kW,24.995424697796494kW,237.93692946434015kW,2547.5908203125kW,18.269927759965256kW,269.85924450556445kW,248.81158987681076kW,123.90782888730364kW,108.70671844482422kW,134.98626756668088kW,94.17833709716797kW,236.70876439412436kW,23.315876007080078kW,211.2703393300374kW,125.45414154547231kW,"",362.13738022062495kW,39.4933272479419kW,289.8044549624126kW,"",479.57952880859375kW,"",54.658120480908245kW,113.50146126199661kW,309.9853214848482kW,42.88526495297749kW,81.18969374895096kW,382.9714682421858kW,336.1078523000083kW,639.0323486328125kW,149.9755096435547kW,72.61881071329115kW,219.9364013671875kW,66.50930885473888kW,474.4088395436605kW,150.8457451661428kW,116.42292022705078kW,561.2006530761719kW,341.92547543843597kW,392.05387644944346kW
2022-09-15T00:00:00Z Rel,73.45699993769328kW,924.601806640625kW,282.00380055109656kW,224.21926838618737kW,779.86669921875kW,23.612402021884918kW,205.86530621846512kW,2547.5908203125kW,18.67927862207094kW,294.0678418477376kW,229.78243144353232kW,123.84762811660761kW,105.17768859863281kW,126.90177599589028kW,95.68724822998047kW,218.46078499158224kW,23.214075088500977kW,208.24800411860153kW,125.21176059087102kW,"",369.407178850527kW,44.39541460940129kW,286.2611311276753kW,"",479.57952880859375kW,"",53.6862005099102kW,111.42828262638156kW,300.34257911717475kW,44.1497935652733kW,69.86972534656525kW,386.37726606722265kW,336.4287309646606kW,639.0323486328125kW,199.5779266357422kW,73.1340580383937kW,194.1749267578125kW,73.91653223832448kW,449.96414502461744kW,148.80150397618613kW,115.935302734375kW,539.110767364502kW,329.68251895904547kW,402.47195793699336kW
2022-09-16T00:00:00Z Rel,73.45529278119403kW,924.601806640625kW,303.74800554911286kW,216.40146971826226kW,716.6983642578125kW,24.0403660138448kW,188.13808441162115kW,2547.5908203125kW,16.965949922800064kW,285.38657045364397kW,238.34368324279782kW,119.96430468559268kW,106.31563568115234kW,127.29770278930664kW,94.3345718383789kW,211.6204996903738kW,20.71135711669922kW,205.31035693486533kW,117.5767719144291kW,"",364.0851702301593kW,47.55174195693596kW,283.4536465009052kW,"",479.57952880859375kW,"",54.07908240799551kW,107.60307094927194kW,296.2385609978216kW,43.89508112271626kW,57.02220674355825kW,380.9877285994421kW,335.6363337834676kW,639.0323486328125kW,282.9298400878906kW,70.5112718939781kW,233.93186950683594kW,68.33228596051535kW,459.7485125859577kW,141.06135090192154kW,112.5726318359375kW,538.1919612884521kW,333.7082271575928kW,401.03930119726397kW
2022-09-17T00:00:00Z Rel,73.13391097386678kW,924.601806640625kW,301.1056687037148kW,135.51294817271062kW,423.05853271484375kW,14.66603366533915kW,163.26711281140643kW,2547.5908203125kW,6.274085183938345kW,278.39547602335614kW,247.632700284322kW,117.63316281636558kW,98.3177490234375kW,88.79314041137697kW,92.39445495605469kW,168.5654170513153kW,15.439406394958496kW,193.36077324549356kW,103.96968232923074kW,"",355.7535909412522kW,35.089723240269535kW,259.8314917882283kW,"",479.57952880859375kW,"",42.93227432356944kW,107.55839606550006kW,281.0007175959485kW,31.257152279218037kW,51.754120588302605kW,284.93324111726537kW,313.31786092122394kW,639.0323486328125kW,247.60195922851562kW,30.81458206971486kW,237.9356231689453kW,51.24376225471498kW,454.68863455454505kW,128.67888792355853kW,65.63207244873047kW,510.974339167277kW,278.92971769968665kW,440.7383185379595kW
2022-09-18T00:00:00Z Rel,72.77558430035907kW,924.601806640625kW,310.0210111935935kW,144.8356475865401kW,535.1673583984375kW,14.460501819849016kW,163.56556153297421kW,2547.5908203125kW,6.310743619998296kW,283.0381649335225kW,251.61017465591425kW,117.97641785939533kW,98.46149444580078kW,87.43140530586246kW,92.71900939941406kW,144.07554284731546kW,13.983595848083496kW,195.9152255058288kW,102.63842461886229kW,"",349.5520359943533kW,35.37517022347009kW,260.591671148936kW,"",479.57952880859375kW,"",42.51891002716839kW,114.21660622817505kW,281.7542837679825kW,31.29535667101543kW,52.04814978440602kW,283.2451331823841kW,322.5660454432169kW,639.0323486328125kW,239.02951049804688kW,30.969641069571175kW,239.86810302734375kW,52.752612272898354kW,460.0073617299399kW,129.1911340554555kW,65.28256225585938kW,514.9214579264324kW,288.72860797246284kW,406.9572966381361kW
2022-09-19T00:00:00Z Rel,70.72901352246602kW,924.601806640625kW,322.41906054814643kW,216.72300128716017kW,572.4418334960938kW,16.57556616266568kW,160.25600345929465kW,2547.5908203125kW,14.298336103558537kW,288.5980106989542kW,266.8798001607259kW,122.45739483833316kW,99.78640747070312kW,114.47931321461995kW,92.36119079589844kW,179.35936665534973kW,17.2246150970459kW,219.81520811716715kW,110.04458531538647kW,"",358.0549795023603kW,40.4140873156874kW,281.77022329966235kW,"",479.57952880859375kW,"",46.11338460043624kW,121.15958068361994kW,294.3693110144583kW,37.25906262795129kW,67.56361842155457kW,306.44322377452147kW,324.1886459986368kW,639.0323486328125kW,253.16012573242188kW,67.84945138295491kW,220.7608184814453kW,65.10321036974591kW,463.74723275502515kW,131.71265165011087kW,92.63421630859375kW,555.7989584604902kW,340.2497293154399kW,381.60675941273047kW
2022-09-20T00:00:00Z Rel,74.57519380251566kW,924.601806640625kW,350.6391819318135kW,232.73054208525923kW,717.7207641601562kW,25.074198375145592kW,237.60129141807556kW,2547.5908203125kW,18.356270929177594kW,304.47566016515094kW,274.3305579821268kW,122.21635731061306kW,106.283447265625kW,130.05534998575845kW,93.1206283569336kW,231.93722923596704kW,19.54560089111328kW,234.46222162246704kW,117.79867156894113kW,"",387.4423058015324kW,44.27054978189647kW,323.66259765625kW,"",479.57952880859375kW,"",57.25840767423326kW,122.32408383025057kW,315.38480669374826kW,40.72271029154459kW,65.59380193551381kW,360.077729578901kW,333.4925944010418kW,639.0323486328125kW,270.50408935546875kW,72.1161817709605kW,304.1433410644531kW,68.95067787170409kW,482.26409626007086kW,150.1973883310954kW,119.69216918945312kW,575.4380060831705kW,349.3420505523683kW,362.90888243304363kW
2022-09-21T00:00:00Z Rel,75.41909559567772kW,924.601806640625kW,337.6493371327718kW,226.76691313717112kW,744.5437622070312kW,25.704739520947143kW,227.02392204602558kW,2547.5908203125kW,18.59094442923864kW,265.63654263814294kW,272.53511222203576kW,118.69219621022542kW,106.6626968383789kW,140.96628554662067kW,92.6319351196289kW,228.91126314798993kW,21.626611709594727kW,239.27313264211023kW,117.21468274090023kW,"",386.2900283410814kW,45.58615740221957kW,332.75442409515387kW,"",479.57952880859375kW,"",58.337867266602046kW,119.16078600874637kW,316.88266756870127kW,43.17967234055202kW,70.1840230822563kW,365.57842951015226kW,329.6083691914877kW,639.0323486328125kW,232.63421630859375kW,73.54225913683575kW,255.09625244140625kW,69.69440948963168kW,466.57218678792316kW,149.01718775431317kW,119.06090545654297kW,579.1253856023154kW,345.2264281908671kW,378.7692296822866kW
2022-09-22T00:00:00Z Rel,74.47568353017171kW,924.601806640625kW,315.2214934031167kW,222.1692523563351kW,743.1746826171875kW,25.15997610489527kW,222.7766745090485kW,2547.5908203125kW,17.827316487828888kW,260.5040952364604kW,256.7180892626445kW,121.83858497937521kW,106.11394500732422kW,146.0681325594585kW,92.86398315429688kW,225.2835930188497kW,20.194543838500977kW,220.65848779678342kW,119.19105089558497kW,"",387.308195245531kW,42.37299394494959kW,309.76527468363435kW,"",479.57952880859375kW,"",70.16166548441964kW,118.58532835033208kW,312.06400430237795kW,43.50891921917596kW,64.9610137542089kW,371.15578275238994kW,330.9349349339803kW,639.0323486328125kW,235.16546630859375kW,72.35895015796024kW,222.91004943847656kW,68.43932648499808kW,392.2589416503906kW,149.6222886244456kW,118.66152954101562kW,563.5969263712564kW,346.12822580337524kW,398.68024101504517kW
2022-09-23T00:00:00Z Rel,73.48336617151895kW,924.601806640625kW,303.3148414293926kW,220.21173617530752kW,755.1573486328125kW,25.771856923898067kW,191.33351262410483kW,2547.5908203125kW,21.088076576590545kW,242.74929332733146kW,244.00346914927164kW,124.92370835940046kW,105.26319885253906kW,125.34620308876038kW,93.52525329589844kW,204.12486410140997kW,16.913639068603516kW,205.54766352971396kW,120.31820046769249kW,"",382.3230944114263kW,41.3640968400461kW,284.9862103462221kW,"",479.57952880859375kW,"",56.59211132080466kW,113.6720973164948kW,296.38791927231654kW,40.96845384438833kW,54.31757817665737kW,362.8783005204026kW,325.7364756266278kW,639.0323486328125kW,200.88783264160156kW,71.79781554142635kW,229.10177612304688kW,68.69272450606027kW,320.18944072723394kW,142.95741645495096kW,116.9444351196289kW,536.8395449320475kW,336.48416662216187kW,479.1559939444502kW
2022-09-24T00:00:00Z Rel,72.4563808441162kW,924.601806640625kW,308.4626237551371kW,145.53569326188833kW,516.703369140625kW,15.63442752758662kW,148.54933293660483kW,2547.5908203125kW,7.745515972375867kW,240.5093290011088kW,249.66501394907627kW,119.81092238426204kW,96.80624389648438kW,87.66810385386152kW,92.91220092773438kW,175.08045005798334kW,13.926008224487305kW,187.21039454142252kW,105.01960058274099kW,"",355.57198460967413kW,34.046620776697445kW,256.0082014401753kW,"",479.57952880859375kW,"",46.5661679985788kW,111.3503558738143kW,287.66071600719744kW,29.91491055488586kW,44.35332451264062kW,296.34291934225337kW,320.54709911346436kW,639.0323486328125kW,204.23365783691406kW,29.157714128494252kW,167.91168212890625kW,62.107884963353484kW,357.9577369689942kW,132.60095834732056kW,72.8401107788086kW,515.9639148712158kW,293.4460191726684kW,456.5852781242796kW
2022-09-25T00:00:00Z Rel,71.92992719014481kW,924.601806640625kW,313.1443448066711kW,146.587540955102kW,529.9981689453125kW,14.825710862874987kW,193.18941243489581kW,2547.5908203125kW,7.791746949156126kW,239.94977951049808kW,264.0871189435323kW,124.50195145606999kW,96.8866958618164kW,88.79175734519964kW,93.44715118408203kW,142.8515314261118kW,17.848634719848633kW,190.77359422047945kW,104.98041414525767kW,"",344.7765647630343kW,33.502411803625286kW,258.90612729390455kW,"",479.57952880859375kW,"",43.34601496811261kW,117.7376032470773kW,290.2656452406774kW,31.433907508850098kW,48.44209531943004kW,284.7278116123763kW,330.77550474802655kW,639.0323486328125kW,209.40725708007812kW,28.47573844591775kW,211.9476318359375kW,53.80069931348165kW,441.9097674687704kW,134.49601682027176kW,69.0937271118164kW,524.1370487213136kW,298.5195905367533kW,486.395527989776kW
2022-09-26T00:00:00Z Rel,74.02785209214245kW,965.8167724609375kW,331.6252148230867kW,261.80407352438664kW,828.3082275390625kW,24.30136318008106kW,243.68498623335785kW,2917.43359375kW,18.46985928537117kW,244.27597673734036kW,265.2690151461851kW,127.60961404464862kW,123.33714294433594kW,131.80467109742006kW,91.30416870117188kW,246.72365903889687kW,22.650634765625kW,224.5086264016893kW,117.57584191569576kW,"",373.09481254860196kW,40.48173474004979kW,303.42638430242243kW,"",479.57952880859375kW,1979.9508056640625kW,56.1413295648716kW,119.5730222188102kW,320.0093827727988kW,43.16158796879981kW,72.03378330641326kW,377.12535536518794kW,341.1796157801596kW,641.1505273112537kW,256.1861572265625kW,72.52336504231991kW,240.02084350585938kW,65.2338878877958kW,471.16887411046895kW,157.5887700240698kW,143.1125946044922kW,572.8273710378018kW,354.52588621033544kW,543.253005897027kW
2022-09-27T00:00:00Z Rel,74.6959244088773kW,942.8280029296875kW,322.42132163648256kW,251.50908699229916kW,791.7530517578125kW,26.126453548669808kW,253.29671439320936kW,2887.955078125kW,18.28803448146138kW,245.5947089195251kW,292.21641848864385kW,126.38209562266313kW,126.35880279541016kW,132.33760299338238kW,91.07469940185547kW,243.2287839359707kW,32.02548599243164kW,230.45135498046875kW,118.98892610364484kW,"",373.53888161977136kW,41.632407703598304kW,301.90909218064064kW,"",479.57952880859375kW,2062.069580078125kW,54.89216883977253kW,118.92971589591777kW,330.39258493582446kW,41.16069618379621kW,69.92909490316002kW,381.9865372975667kW,346.3114221124293kW,623.3126183163687kW,253.45916748046875kW,73.50045258522029kW,242.1061553955078kW,65.01596175577905kW,472.8867945618102kW,153.4674988947972kW,140.82342529296875kW,573.8517170740071kW,357.99637928114936kW,511.40996881696896kW
2022-09-28T00:00:00Z Rel,73.32571362945768kW,853.6869506835938kW,298.86141368053575kW,233.15284128498166kW,787.5816650390625kW,26.803772042195003kW,224.90437337221923kW,2739.20068359375kW,20.179736970828653kW,234.79258775711062kW,254.05584638931154kW,122.36240301626707kW,135.59068298339844kW,133.73372978334075kW,91.9306869506836kW,223.46619046061127kW,21.160011291503906kW,230.45135498046875kW,126.08008922479777kW,"",368.95770104726154kW,41.418711111898816kW,293.3300346747151kW,"",479.57952880859375kW,1527.00537109375kW,52.442826072374984kW,112.73279345724328kW,309.67454138526233kW,42.09767387169376kW,63.77948001124242kW,385.4502701759339kW,344.997529358687kW,615.4931032251429kW,224.85494995117188kW,72.11163556913536kW,212.21743774414062kW,68.76743551987192kW,457.8307891393591kW,151.83200575069142kW,164.2559356689453kW,555.3111740490244kW,345.9787269744166kW,518.9299543144089kW
2022-09-29T00:00:00Z Rel,72.8354571372492kW,908.8995971679688kW,322.85186681129335kW,234.74030441390138kW,793.232177734375kW,24.71481811006863kW,209.33434921132192kW,2762.54638671875kW,19.890554838633108kW,234.08625809351614kW,248.47867694077644kW,123.29554022418127kW,127.70320892333984kW,129.38836585380417kW,90.69053649902344kW,219.8178751321189kW,20.13508415222168kW,230.45135498046875kW,126.65615689348279kW,"",369.4651021957398kW,47.566461096472246kW,296.7713405564983kW,"",479.57952880859375kW,1524.61328125kW,48.810631235440574kW,111.09160139119193kW,307.27377237796804kW,43.31167735603124kW,55.978897652824706kW,381.74470583597827kW,340.33570020499104kW,617.1395725405649kW,248.89297485351562kW,71.6215814757346kW,220.7753143310547kW,67.10187320766636kW,429.0419440336585kW,143.67701653789618kW,163.59619140625kW,554.0170633920039kW,339.44575896192464kW,562.6614519112193kW
2022-09-30T00:00:00Z Rel,71.01848731305866kW,883.5660400390625kW,323.6809199901864kW,218.2703264368906kW,632.8028564453125kW,18.224614014228184kW,135.48594038292205kW,2252.4013671875kW,16.45099124998957kW,220.36909198760986kW,249.09327547497207kW,120.95862966193101kW,115.517578125kW,111.79265020741359kW,85.69261932373047kW,167.99363901306077kW,14.21076774597168kW,229.99622943383676kW,114.795174867842kW,"",356.4306942621868kW,50.157805658887945kW,275.51565714218003kW,"",479.57952880859375kW,1524.61328125kW,40.550686240196214kW,111.24764669674404kW,300.74988409819423kW,34.99031917702266kW,42.19052287967117kW,311.8837653795878kW,323.94501070057913kW,582.2676173944825kW,239.4642333984375kW,65.81036641487367kW,228.0023193359375kW,63.76938124705242kW,365.57630523928884kW,128.27114908121246kW,122.62664794921875kW,540.1365343690799kW,332.5320430889836kW,531.3935363561142kW
